Scientific Name,SSID,QID,WordNet Definition,Wikidata Description,Status,Accept,
Loxodonta africana,02507089-n,Q36557,an elephant native to Africa having enormous flapping ears and ivory tusks,species of mammal; largest land animal,OK,TRUE,
Ocimum basilicum,12881302-n,Q38859,"annual or perennial of tropical Asia having spikes of small white flowers and aromatic leaves; one of the most important culinary herbs; used in salads, casseroles, sauces and some liqueurs","species of plant, herb",OK,TRUE,
Odobenus rosmarus,02084450-n,Q40994,a walrus of northern Atlantic and Arctic waters,species of mammal,OK,TRUE,
Aquila chrysaetos,01616984-n,Q41181,large eagle of mountainous regions of the Northern Hemisphere having a golden-brown head and neck,species of bird of prey,OK,TRUE,
Eriobotrya japonica,12650427-n,Q41505,evergreen tree of warm regions having fuzzy yellow olive-sized fruit with a large free stone; native to China and Japan,"species of plant, Loquat",OK,TRUE,
Theobroma cacao,12222097-n,Q42385,tropical American tree producing cacao beans,tree native to tropical South America producing cocoa beans - the source plant of cacao and chocolate,OK,TRUE,
Juglans regia,12339931-n,Q46871,Eurasian walnut valued for its large edible nut and its hard richly figured wood; widely cultivated,species of plant,OK,TRUE,
Numenius borealis,02036536-n,Q61857,New World curlew that breeds in northern North America,species of bird,OK,TRUE,
Aloe vera,12457552-n,Q80079,very short-stemmed plant with thick leaves with soothing mucilaginous juice; leaves develop spiny margins with maturity; native to Mediterranean region; grown widely in tropics and as houseplants,"species of plant, herb",OK,TRUE,
Spinacia oleracea,11856037-n,Q81464,southwestern Asian plant widely cultivated for its succulent edible dark green leaves,species of plant,OK,TRUE,
Ophiodon elongatus,02555659-n,Q81964,food fish of the northern Pacific related to greenlings,fish of the greenling family Hexagrammidae,OK,TRUE,
Okapia johnstoni,02442029-n,Q82037,similar to the giraffe but smaller with much shorter neck and stripe on the legs,species of mammal,OK,TRUE,
Dermochelys coriacea,01668182-n,Q120043,wide-ranging marine turtle with flexible leathery carapace; largest living turtle,species of reptile,OK,TRUE,
Melopsittacus undulatus,01824510-n,Q121221,small Australian parakeet usually light green with black and yellow markings in the wild but bred in many colors,"small, long-tailed, seed-eating parrot",OK,TRUE,
Citrus reticulata,12730661-n,Q125337,shrub or small tree having flattened globose fruit with very sweet aromatic pulp and thin yellow-orange to flame-orange rind that is loose and easily removed; native to southeastern Asia,species of plant,OK,TRUE,
Gyromitra fastigiata,13059337-n,Q127158,a lorchel with deep brownish red fertile part and white stalk,species of fungus,OK,TRUE,
Haliaeetus leucocephalus,01617566-n,Q127216,a large eagle of North America that has a white head and dark wings and body,species of bird of prey found in North America,OK,TRUE,
Pterocles indicus,01818658-n,Q127884,sandgrouse of India,species of bird,OK,TRUE,
Prunus cerasus,12664234-n,Q131517,rather small Eurasian tree producing red to black acid edible fruit,species of plant,OK,TRUE,
Cuon alpinus,02118565-n,Q132585,fierce wild dog of the forests of central and southeast Asia that hunts in packs,species of mammal,OK,TRUE,
Ipomoea alba,12848297-n,Q133294,pantropical climber having white fragrant nocturnal flowers,species of plant,OK,TRUE,
Nuytsia floribunda,12759359-n,Q135391,a terrestrial evergreen shrub or small tree of western Australia having brilliant yellow-orange flowers; parasitic on roots of grasses,species of plant,OK,TRUE,
Croton eluteria,12943868-n,Q135671,West Indian shrub with aromatic bark,species of plant,OK,TRUE,
Thyrsopteris elegans,13212782-n,Q138782,a terrestrial tree fern of South America,species of plant,OK,TRUE,
Tragelaphus strepsiceros,02427132-n,Q139487,a variety of kudu,species of mammal,OK,TRUE,
Chionanthus virginicus,12322765-n,Q140341,small bushy tree of southeastern United States having profuse clusters of white flowers,species of plant,OK,TRUE,
Cephalotus follicularis,12805649-n,Q140898,a carnivorous perennial herb having a green pitcher and hinged lid both with red edges; western Australia,species of plant,OK,TRUE,
Lilium michiganense,12448747-n,Q141803,lily of central North America having recurved orange-red flowers with deep crimson spots,species of plant,OK,TRUE,
Fouquieria columnaris,12402750-n,Q143016,candlewood of Mexico and southwestern California having tall columnar stems and bearing honey-scented creamy yellow flowers,species of plant,OK,TRUE,
Viscum album,12760092-n,Q144940,Old World parasitic shrub having branching greenish stems with leathery leaves and waxy white glutinous berries; the traditional mistletoe of Christmas,species of plant,OK,TRUE,
Pyrus communis,12672372-n,Q146281,Old World tree having sweet gritty-textured juicy fruit; widely cultivated in many varieties,species of plant,OK,TRUE,
Prunus cerasifera,12664074-n,Q146951,small Asiatic tree bearing edible red or yellow fruit,species of plum,OK,TRUE,
Abies alba,11641998-n,Q146992,tall timber tree of central and southern Europe having a regular crown and grey bark,species of plant,OK,TRUE,
Borago officinalis,12837268-n,Q147075,hairy blue-flowered European annual herb long used in herbal medicine and eaten raw as salad greens or cooked like spinach,species of plant,OK,TRUE,
Caltha palustris,11748568-n,Q147192,swamp plant of Europe and North America having bright yellow flowers resembling buttercups,species of plant,OK,TRUE,
Abies grandis,11642819-n,Q147434,lofty fir of the Pacific coast of northwestern America having long curving branches and deep green leaves,species of evergreen tree,OK,TRUE,
Cupressus sempervirens,11653070-n,Q147513,tall Eurasian cypress with thin grey bark and ascending branches,species of plant,OK,TRUE,
Typha latifolia,12176290-n,Q147520,"tall marsh plant with cylindrical seed heads that explode when mature shedding large quantities of down; its long flat leaves are used for making mats and chair seats; of North America, Europe, Asia and North Africa",species of plant,OK,TRUE,
Melissa officinalis,12875360-n,Q148396,bushy perennial Old World mint having small white or yellowish flowers and fragrant lemon-flavored leaves; a garden escapee in northern Europe and North America,"lemon balm, a species of plant, herb",OK,TRUE,
Pulsatilla vulgaris,11758672-n,Q148623,European perennial having usually violet or white spring flowers,species of plant,OK,TRUE,
Formica rufa,02224066-n,Q148769,reddish-brown European ant typically living in anthills in woodlands,species of insect,OK,TRUE,
Euphorbia esula,12940607-n,Q148882,tall European perennial naturalized and troublesome as a weed in eastern North America,species of plant,OK,TRUE,
Euphorbia helioscopia,12939369-n,Q148889,not unattractive European weed whose flowers turn toward the sun,species of plant from the family Euphorbiaceae,OK,TRUE,
Adonis annua,11745129-n,Q148907,Eurasian herb cultivated for its deep red flowers with dark centers,species of plant,OK,TRUE,
Opuntia tuna,11872617-n,Q149347,tropical American prickly pear of Jamaica,species of plant,OK,TRUE,
Lithocarpus glaber,12286117-n,Q149476,small evergreen tree of China and Japan,species of plant,OK,TRUE,
Atropa belladonna,12919102-n,Q156091,perennial Eurasian herb with reddish bell-shaped flowers and shining black berries; extensively grown in United States; roots and leaves yield atropine,species of toxic flowering plant in the nightshade family.,OK,TRUE,
Salix babylonica,12747430-n,Q156307,willow with long drooping branches and slender leaves native to China; widely cultivated as an ornamental,species of willow,OK,TRUE,
Centaurea cyanus,11968271-n,Q156921,an annual Eurasian plant cultivated in North America having showy heads of blue or purple or pink or white flowers,species of flowering plant,OK,TRUE,
Areca catechu,12605113-n,Q156969,southeastern Asian palm bearing betel nuts (scarlet or orange single-seeded fruit with a fibrous husk),species of plant,OK,TRUE,
Alopecurus pratensis,12128227-n,Q157346,stout erect perennial grass of northern parts of Old World having silky flowering spikes; widely cultivated for pasture and hay; naturalized in North America,species of plant,OK,TRUE,
Robinia pseudoacacia,12588691-n,Q157417,large thorny tree of eastern and central United States having pinnately compound leaves and drooping racemes of white flowers; widely naturalized in many varieties in temperate regions,species of poisonous deciduous tree,OK,TRUE,
Orchis mascula,12064142-n,Q157435,Eurasian orchid with showy pink or purple flowers in a loose spike,species of plant,OK,TRUE,
Primula veris,12111894-n,Q157552,early spring flower common in British isles having fragrant yellow or sometimes purple flowers,species of plant,OK,TRUE,
Symphytum officinale,12843715-n,Q157561,"European herb having small white, pink or purple flowers; naturalized as a weed in North America",perennial species of plant,OK,TRUE,
Galeopsis tetrahit,12867768-n,Q157684,coarse bristly Eurasian plant with white or reddish flowers and foliage resembling that of a nettle; common as a weed in United States,species of plant,OK,TRUE,
Echium vulgare,12840488-n,Q157722,a coarse prickly European weed with spikes of blue flowers; naturalized in United States,species of plant,OK,TRUE,
Platanus occidentalis,12828169-n,Q157739,very large spreading plane tree of eastern and central North America to Mexico,species of plant,OK,TRUE,
Valeriana officinalis,12971074-n,Q157819,tall rhizomatous plant having very fragrant flowers and rhizomes used medicinally,species of flowering plant in the honeysuckle family Caprifoliaceae,OK,TRUE,
Platanthera chlorantha,12098673-n,Q157889,south European orchid with dark green flowers that are larger and less fragrant than Platanthera bifolia; sometimes placed in genus Habenaria,species of plant,OK,TRUE,
Veronica arvensis,12911688-n,Q157903,erect or procumbent blue-flowered annual found in waste places of Europe and America,species of plant,OK,TRUE,
Glaucium flavum,11926218-n,Q157916,yellow-flowered Eurasian glaucous herb naturalized in along sandy shores in eastern North America,species of plant,OK,TRUE,
Portulaca oleracea,11878546-n,Q158015,weedy trailing mat-forming herb with bright yellow flowers cultivated for its edible mildly acid leaves eaten raw or cooked especially in Indian and Greek and Middle Eastern cuisine; cosmopolitan,species of flowering plant,OK,TRUE,
Daphne cneorum,12367330-n,Q158141,widely cultivated low evergreen shrub with dense clusters of fragrant pink to deep rose flowers,species of plant,OK,TRUE,
Stachys palustris,12889821-n,Q158392,perennial herb with an odorless rhizome widespread in moist places in Northern Hemisphere,species of plant,OK,TRUE,
Avena fatua,12130753-n,Q158634,common in meadows and pastures,"species of plant, wild oat",OK,TRUE,
Cornus mas,12969255-n,Q158642,deciduous European shrub or small tree having bright red fruit,species of plant,OK,TRUE,
Chimaphila umbellata,12278242-n,Q158939,Eurasian herb with white or pinkish flowers in a terminal corymb,species of plant,OK,TRUE,
Annona cherimola,11714769-n,Q158986,small tropical American tree bearing round or oblong fruit,"species of plant, Cherimoya",OK,TRUE,
Passiflora quadrangularis,12404554-n,Q159105,tropical American passionflower yielding the large granadilla fruit,species of plant,OK,TRUE,
Eleocharis acicularis,12174431-n,Q159148,fine-leaved aquatic spike rush; popular as aerator for aquariums,species of plant,OK,TRUE,
Scleranthus annuus,11835465-n,Q159192,widely distributed low-growing Eurasian herb having narrow leaves and inconspicuous green flowers,species of plant,OK,TRUE,
Circaea alpina,12362312-n,Q159427,an Alpine variety of enchanter's nightshade,species of plant,OK,TRUE,
Ailanthus altissima,12737984-n,Q159570,deciduous rapidly growing tree of China with foliage like sumac and sweetish fetid flowers; widely planted in United States as a street tree because of its resistance to pollution,species of plant,OK,TRUE,
Trifolium alpinum,11773267-n,Q159593,European mountain clover with fragrant usually pink flowers,species of plant,OK,TRUE,
